id,date,circumplex.arousal_avg,circumplex.valence_avg,mood_avg,circumplex.arousal_std,circumplex.valence_std,mood_std,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,screen,sms,is_friday_or_saturday
AS14.01,2014-02-26,-0.2499999999999999,0.7500496944860603,6.250000000000002,0.9585841064418479,0.5004760505194071,0.4977897708968727,2.1359773044940984,1320.748779074813,3782.719998867941,1570.492593769975,101.38706150883296,-1304.693062301968,-108.67864330092186,153.9372640576472,2088.8950969366538,-92.14728822621288,-51.461762018432296,521.9531012577365,64.71313301833963,-1.538308689193331,-6516.017877191988,2.5566360368870273,0
AS14.01,2014-02-27,2.7755575615628914e-17,0.3330537771424402,6.333333333333335,1.740965096700543,0.5787586587428482,0.5759146465235822,2.1359773044940984,1308.7399740230394,3542.828213567972,1570.492593769975,106.34607861509465,-1304.693062301968,-108.67864330092186,153.9372640576472,2088.8950969366538,-92.14728822621288,-51.461762018432296,521.9531012577365,64.71313301833963,3.9558679897304505,-6193.552654090544,2.2539696803310383,0
AS14.17,2014-03-04,0.5,2.0010374465169205,7.000000000000002,2.134132882710319,0.7434879713266318,1.4211585142111904,2.655258964270636,1123.4408110086836,3501.834040163976,2111.220611671635,93.86879181607951,5738.506850781517,724.7103457827984,-24.015830285527954,1955.6881430031267,569.4263906488081,598.1488028411168,-28.33090277204363,45.53132432432433,7.025176049525543,-6939.265720153703,1.417214455471709,0
AS14.08,2014-03-05,2.7755575615628914e-17,0.3330537771424402,6.333333333333335,1.0015833350993673,1.16306800122063,1.1590466568713396,0.9645262749195678,1022.256499278648,3747.0964339918014,-888.7460921830273,107.52542158891961,514.0525185185205,-119.61520791779748,17.03870129206166,1683.951765946004,1073.716993715087,103.17724026901658,-46.90845365334775,45.53132432432433,4.046961325058727,-6520.102162498469,2.348580262931179,0
AS14.17,2014-03-05,0.6666666666666666,1.3338439787671286,8.000000000000002,1.1578330863527861,0.5787586587428482,1.0027969056179207,2.655258964270636,70.55836141774125,3582.4196873735277,2111.220611671635,96.23939481899424,5738.506850781517,724.7103457827984,-24.015830285527954,1955.6881430031267,569.4263906488081,598.1488028411168,-28.33090277204363,45.53132432432433,-1.538308689193331,-6154.982926743162,-0.8341503456382404,0
AS14.08,2014-03-06,-0.5999999999999999,0.5999311642423572,7.200000000000002,0.5447766644328081,0.8996574572450082,0.8378212016470435,0.9645262749195678,1216.584342398332,3541.7347985395245,-888.7460921830273,100.07804166883963,514.0525185185205,-119.61520791779748,17.03870129206166,1683.951765946004,1073.716993715087,103.17724026901658,-46.90845365334775,45.53132432432433,4.070737300098836,-6011.411248512782,15.438928405380457,0
AS14.17,2014-03-06,0.5,0.7500496944860603,7.250000000000002,0.5747010760050287,0.5004760505194071,0.9597976769604013,2.655258964270636,1366.0133608878753,3587.320386299539,2111.220611671635,99.93230833412909,5738.506850781517,724.7103457827984,-24.015830285527954,1955.6881430031267,569.4263906488081,598.1488028411168,-28.33090277204363,45.53132432432433,-1.538308689193331,-6385.026377392392,1.9445734513356898,0
AS14.08,2014-03-07,0.6000000000000002,1.2004052852171698,7.400000000000002,0.8949532915441976,0.44705338675503736,0.8961668620627508,0.9645262749195678,439.7844771084988,3551.628527831825,-888.7460921830273,97.9099543558615,514.0525185185205,-119.61520791779748,17.03870129206166,1683.951765946004,1073.716993715087,103.17724026901658,-46.90845365334775,45.53132432432433,3.9924162449950567,-6124.59939013211,4.962437261849457,1
AS14.17,2014-03-07,0.7499999999999999,1.0002472448922324,7.500000000000002,0.9585841064418479,0.820787513018451,1.2967054511695206,2.655258964270636,265.09950252834733,3532.384156801101,2111.220611671635,101.48191532877576,5738.506850781517,724.7103457827984,-24.015830285527954,1955.6881430031267,569.4263906488081,598.1488028411168,-28.33090277204363,45.53132432432433,3.9924993928189876,-6151.166660925507,1.7028804053980995,1
AS14.17,2014-03-08,0.40000000000000013,0.8000892045672948,7.600000000000001,0.5447766644328083,0.44705338675503736,0.5459902349513617,2.655258964270636,1307.5243430309172,3505.4841641170383,2111.220611671635,103.14926357193457,5738.506850781517,724.7103457827984,-24.015830285527954,1955.6881430031267,569.4263906488081,598.1488028411168,-28.33090277204363,45.53132432432433,4.152691151396164,-6264.126899224461,2.064720254112359,1
